YEAR,RANKING,COMPANY,CUSTOMER SATISFACTION,EMPLOYEE ENGAGEMENT AND DEVELOPMENT,INNOVATION,SOCIAL RESPONSIBILITY,FINANCIAL STRENGTH,EFFECTIVENESS,gvkey,new_gvkey
2017,527,Vornado Realty Trust,41.9,46.7,42.9,48.4,45.5,42.4,11220,
2018,650,Vornado Realty Trust,34.2,51.6,42.1,48.6,40.1,40.3,11220,
2019,434,Vornado Realty Trust,34.1,54.7,42.8,47.4,54.4,46,11220,
2020,532, Vornado Realty Trust ,57.3,53.9,45.1,47,35.1,46.2,11220,
2021,752,Vornado Realty Trust,46.5,39.9,45.4,49.6,28.3,39.7,11220,
2017,468,Vulcan Materials,44.8,51.8,44.4,44.8,48.1,44.8,11228,
2018,425,Vulcan Materials,50.3,54.6,45.3,46.6,45.1,47.2,11228,
2020,399,Vulcan Materials Co,54.3,53.8,43.6,49.4,50.2,49.7,11228,
2021,489,Vulcan Materials Co,52.4,51,42.8,47.7,46.9,47,11228,
2017,41,Wal-Mart Stores,49.7,39.7,86.9,56.3,72,66.1,11259,
2018,23,Walmart,54.2,43.4,93.3,59.7,68.2,72.1,11259,
2019,14,Walmart Inc,63.8,43.7,94.7,59.5,73.9,76.4,11259,
2020,34,Walmart Inc.,57.2,44.6,77.4,60.3,77.5,70.6,11259,
2021,59,Walmart Inc,51.2,41.4,88.2,54.2,67.4,66.3,11259,
2017,320,Walgreens Boots Alliance,48.6,41.7,55.1,50.3,55.9,50.1,11264,
2018,315,Walgreens Boots Alliance,50,43,46.1,57.7,54.9,50.8,11264,
2019,326,Walgreens Boots Alliance Inc,52.2,38.4,45.1,60.9,53.1,49.9,11264,
2020,358, Walgreens Boots Alliance Inc ,48.1,37.9,49.6,63.9,49.9,50.7,11264,
2021,404, Walgreens Boots Alliance Inc ,47.4,37.6,49.5,61.2,49.4,49.5,11264,
2018,734,Watsco,41.5,25,45.9,35.5,52.7,35,11313,
2019,587,Watsco Inc,39.6,43.3,45.6,35.8,50,39.5,11313,
2020,709,Watsco Inc,45.6,50.4,41.8,34.8,52.8,41.6,11313,
2021,739,Watsco Inc,42.7,50.2,41,35.2,53.8,40.1,11313,
2020,499, West Pharmaceutical Services Inc ,47,44.7,43.8,49.4,57.3,47.2,11376,
2021,365, West Pharmaceutical Services Inc ,55,45.3,44.8,49.6,61.8,50.7,11376,
2017,294,Western Digital,54.1,43.1,57.1,52.3,47,50.7,11399,
2018,148,Western Digital,58.4,53.9,55.9,53.8,52.4,57.3,11399,
2019,341,Western Digital Corp,52.2,50.3,54,53.2,39.3,49.3,11399,
2020,175,Western Digital Corp,59.3,46.6,62.7,62.4,40.8,57.6,11399,
2021,212,Western Digital Corp,57.5,50.5,52.8,61.3,43.4,56.1,11399,
2017,18,Weyerhaeuser,62.4,56.9,90.5,65.6,47.6,72.1,11456,
2018,82,Weyerhaeuser,59.5,54,63.1,65.2,47,62.3,11456,
2019,63,Weyerhaeuser Co,58.4,57.1,67.2,68.6,47,64.6,11456,
2020,129,Weyerhaeuser Co,60.9,60.3,50.8,65.4,44.9,59.8,11456,
2021,47,Weyerhaeuser Co,65.5,54.2,63.3,65.2,57.7,67.6,11456,
2017,95,Whirlpool,50.6,62,61.4,56.7,53.6,60.4,11465,
2018,85,Whirlpool,54.5,54.1,74.4,58.7,45.8,62.1,11465,
2019,107,Whirlpool Corp,48,57.4,62.3,61.5,53.4,60.5,11465,
2020,57,Whirlpool Corp,51.1,58.3,76.5,59.2,55.6,66.3,11465,
2021,39,Whirlpool Corp,54.8,57.8,71.6,67.3,56.2,68.8,11465,
2018,259,Williams-Sonoma,52.2,37.6,51.6,59.6,56.8,52.9,11511,
2019,404,Williams-Sonoma Inc,57,35.3,50.9,49.7,50.3,47.2,11511,
2020,432,Williams-Sonoma Inc,53.5,38.9,50,51,52.9,48.9,11511,
2021,288,Williams-Sonoma Inc,48.4,40.6,53.9,56.1,62.7,53.1,11511,
2017,437, WEC Energy Group ,47.8,45,41.2,54.9,48.4,46.2,11550,
2018,647,WEC Energy Group,42.2,28.2,41.8,57.4,46,40.5,11550,
2019,540,WEC Energy Group Inc,39.9,35.5,42.8,56.6,46,41.9,11550,
2020,651, WEC Energy Group Inc ,46.2,28.9,43.2,56.6,51.1,43.3,11550,
2021,489,WEC Energy Group Inc,47.1,43.6,42.4,57.9,47,47,11550,
2017,505,Alliant Energy,41.5,47.2,44.6,48,46.9,43.2,11554,
2018,380,Alliant Energy,45.2,59.9,44.1,51.6,44.8,48.6,11554,
2019,400,Alliant Energy Corp,33,61,44.3,54.5,44.6,47.3,11554,
2020,432,Alliant Energy Corp,42.9,54.1,45.5,53.6,49.9,48.9,11554,
2021,598,Alliant Energy Corp,43.1,36.2,48.5,54.6,45.4,44.2,11554,
2017,550,Foot Locker,43,40.6,45.7,37.3,57.2,41.3,11584,
2018,532,Foot Locker,47.3,44.3,46.2,42.5,52,44.4,11584,
2019,500,Foot Locker Inc,54.2,40.5,46.7,43.9,46.7,43.8,11584,
2020,592,Foot Locker Inc,47.8,44.3,45.2,51,44.1,44.9,11584,
2021,528,Foot Locker Inc,46.6,45.4,43.1,50.3,52,45.8,11584,
2018,555,Worthington Industries,53.6,39.1,46.2,43.5,47.1,43.5,11600,
2020,592, Worthington Industries Inc ,55.2,46.2,48.3,38.4,47.3,44.9,11600,
2021,550, Worthington Industries Inc ,56.1,44.6,46.7,35.3,59.2,45.5,11600,
2017,283,Xerox,53.4,37.6,47.5,68.3,45.2,51,11636,
2018,305,Xerox,56.9,32.8,46.1,70.7,44.2,51.1,11636,
2019,367,Xerox Holdings Corp,54.3,32,45.5,66.1,46.3,48.1,11636,
2020,177,Xerox Holdings Corp,64,36.8,53.3,71.5,46.4,57.5,11636,
2021,236,Xerox Holdings Corp,61.2,37.6,49.1,68.5,43.8,54.9,11636,
2020,226,TJX Cos Inc,53.8,52.4,47.8,64,47.9,55.1,11672,
2021,238,TJX Cos Inc,53.5,49.8,51,59,50.7,54.8,11672,
2017,445,Zions Bancorporation?€?,53.9,51.4,45.6,41.8,45.4,45.8,11687,
2018,539,Zions Bancorporation,48.5,55.3,44.2,40.1,44.2,44.1,11687,
2019,494,Zions Bancorporation NA,53.5,44.5,44.5,38,52.4,44,11687,
2020,581, Zions Bancorporation N.A. ,55.8,44.9,44.7,41.6,49.8,45.2,11687,
2021,616, Zions Bancorporation N.A. ,50.3,43,47.9,42.6,46.1,43.8,11687,
2017,195,Oshkosh,62.3,55.6,50.5,47.5,50.2,54.3,11721,
2018,98,Oshkosh Corporation,67.8,68.1,49,54.9,49.2,61,11721,
2019,133,Oshkosh Corp,70.7,60.6,48.4,51.7,52.5,58.4,11721,
2020,146, Oshkosh Corporation ,63.3,58.9,50.7,58.5,49.6,58.9,11721,
2021,135,Oshkosh Corporation,66.9,57.3,51.3,56.9,48,59.6,11721,
2019,494,Stifel Financial Corp,54.6,49.1,43,38.4,48.7,44,11770,
2020,692,Stifel Financial Corp,50.7,47.1,41.6,38.4,48.8,42.1,11770,
2021,717,Stifel Financial Corp,57,39.9,40.9,37.9,48.1,41,11770,
2020,411,Ovintiv Inc.,42,79.7,44.7,51.5,29.5,49.4,11781,
2021,787,Ovintiv Inc,45,30.9,41.8,55,29.1,37.6,11781,
2017,656, CF Industries ,34.1,51.6,45.4,35.9,37.4,35.7,11796,
2018,428,Jack Henry &amp; Associates,47.3,51.4,46.7,38.6,58.3,47.1,11811,
2019,344,Jack Henry &amp; Associates Inc,50.5,53.5,48.1,43.8,52.6,49.2,11811,
2020,423, Jack Henry &amp; Associates Inc. ,48.9,53.8,46.4,45,55.7,49.2,11811,
2021,556, Jack Henry &amp; Associates Inc ,51.2,47.6,44.9,42.7,51,45.4,11811,
2017,532,BB&amp;T,49.2,50.7,43.2,36.9,46.4,42.1,11856,
2018,475,BB&amp;T,52.7,51.2,44.7,44.4,44.7,45.8,11856,
2019,312,BB&amp;T Corp,54.6,52.7,45,52.1,48.8,50.3,11856,
2020,394,Truist Financial Corp,48.3,60.9,41,50.3,51.4,49.9,11856,
2021,384,Truist Financial Corp,43.4,53.7,49.9,53.6,48,50,11856,
2017,537, Anadarko Petroleum ,42.7,58.7,47,44.6,31.5,42,11923,
2018,582,Anadarko Petroleum,36.4,60.1,45.3,46.8,36.7,42.7,11923,
2019,288,Anadarko Petroleum Corp,39.7,63.5,43.6,53.5,51.9,51.4,11923,
2017,540,Big Lots,48.7,29.3,44.9,47.9,54.2,41.9,12123,
2018,484,Big Lots,50.2,35.5,44.8,50.8,53.4,45.5,12123,
2019,570,Big Lots Inc,50.4,36.1,44.8,46.1,43.9,40.8,12123,
2020,611,Big Lots Inc,53,35.8,43,46.6,55.3,44.5,12123,
2021,757,Big Lots Inc,49.8,32.8,41.6,43.8,48.8,39.5,12123,
2017,182,Morgan Stanley,50.1,57.7,45.4,59.4,52.8,54.9,12124,
2018,152,Morgan Stanley,52.8,57.8,53.8,59.1,49.1,57.1,12124,
2019,102,Morgan Stanley,52.5,57.3,52.4,65.2,57.4,60.8,12124,
2020,123,Morgan Stanley,58.6,56.7,47.5,63.7,58.6,60.2,12124,
2021,96,Morgan Stanley,57.8,57.1,54.6,60.6,60,62,12124,
2017,6,Microsoft,56.4,74.4,70.8,72.8,70.9,79.5,12141,
2018,3,Microsoft,56.4,72.9,91.9,78,70.4,87.7,12141,
2019,2,Microsoft Corp,59.4,73,102.4,76.4,90.3,97.6,12141,
2020,1,Microsoft Corp,62.1,74.1,114.7,78.9,90.9,103,12141,
2021,1,Microsoft Corp,55.4,72.7,136.2,75.4,88.6,105.5,12141,
2017,44,Oracle,71.6,49.3,51.9,65.6,63.9,65.8,12142,
2018,56,Oracle,72,50.7,56.1,69.3,52.4,65.4,12142,
2019,43,Oracle Corp,69.7,48.2,61.7,64.6,63.2,66.6,12142,
2020,23,Oracle Corp,70.5,49.1,71.9,66.6,63.9,72,12142,
2021,40,Oracle Corp,67.1,46.8,66.3,61.3,72.7,68.7,12142,
2017,280,Coty,70.2,48.8,46.7,49.6,40.8,51.1,12151,
2018,674,Coty,56.9,34.1,48,35.7,41.5,39.1,12151,
2019,627,Coty Inc,56.6,27.9,47.1,41.2,30.9,34.6,12151,
2020,753,Coty Inc.,54.2,32.6,48.9,43.1,36.5,39.9,12151,
2021,710,Coty Inc,52.4,34,46.9,46.1,38.6,41.2,12151,
2017,505,Harris,42.3,38.7,49.3,47.9,50.4,43.2,12156,
2018,447,Harris,42.1,44.1,51.8,48.4,50.9,46.6,12156,
2019,347,Harris Corp,36.4,47.6,55.6,50.3,52.4,48.9,12156,
2017,577,Tech Data,42.6,45.4,44.6,39.5,47.8,40.3,12171,
2018,440,Tech Data,49,48,46.5,49.8,46,46.8,12171,
2018,544,Sensata Technologies,55.3,40.4,47,42.4,46.5,44,12178,
2017,346,Harley-Davidson,58.8,48.6,48.7,45.1,47.8,49,12389,
2018,351,Harley-Davidson,55.4,42.6,53.6,50.2,46.1,49.4,12389,
2019,367,Harley-Davidson Inc,57.7,42.6,51.2,53,41.9,48.1,12389,
2020,334,Harley-Davidson Inc,64.8,44,52.2,51.5,42,51.3,12389,
2021,382,Harley-Davidson Inc,60.9,40.3,50.7,50.8,46.1,50.1,12389,
2018,647,SkyWest,41.6,49.4,42.7,38.5,47.3,40.5,12392,
2019,570,SkyWest Inc,44.3,48.7,43,33.8,50.7,40.8,12392,
2020,785,SkyWest Inc,34.9,54.9,42,35.1,47.2,38.7,12392,
2018,455,Toll Brothers,52.1,54.6,45.6,42.4,45.2,46.4,12395,
2019,480,Toll Brothers Inc,40.5,52.6,44.7,42.1,50.3,44.3,12395,
2020,606,Toll Brothers Inc,45.9,51.8,44.7,42.5,48.9,44.6,12395,
2021,695,Toll Brothers Inc,42.9,48.7,45.7,39.4,47.6,41.6,12395,
2018,437,Gartner,53.5,61.6,44.6,39.1,43.9,46.9,12441,
2019,438,Gartner Inc,51.1,59.6,44.7,40,43.7,45.9,12441,
2020,466,Gartner Inc,55.6,54.3,46.3,41,48.7,47.9,12441,
2021,334,Gartner Inc,54.5,51.9,49.8,47.2,53.7,51.5,12441,
2017,510,NVR,39.9,51.5,43.1,31.7,63.1,42.9,12459,
2018,489,NVR,40.7,53.5,43.2,32.3,67.5,45.4,12459,
2019,411,NVR Inc,41.1,54.8,43.3,34.1,65.5,46.9,12459,
2020,564,NVR Inc,46.8,50.6,42.4,38.9,60.5,45.6,12459,
2021,644,NVR Inc,39,55.5,42.7,34.6,63.8,43.1,12459,
2017,658, World Fuel Services ,40.3,42.3,43.3,35.1,43.8,35.6,12471,
2018,744,World Fuel Services,36.9,30.7,43.2,39.4,39.6,32,12471,
2020,855, World Fuel Services Corp ,28.2,32.6,42.4,36.5,47.3,31.4,12471,
2021,820, World Fuel Services Corp ,31,36,43,43.7,45.1,34.6,12471,
2019,629,Altice USA Inc,44.8,32,43.1,38.8,40.8,34.4,12485,
2020,858,Altice USA Inc.-A,21,41,40.9,34.9,48.6,31.1,12485,
2021,842,Altice USA Inc-A,13,31.7,47.4,34.5,48.8,26.9,12485,
2017,31,Adobe Systems,50.4,78.7,56.1,68.6,56.1,68.9,12540,
2018,22,Adobe Systems,56.6,74.5,58.9,67.4,66.1,72.5,12540,
2019,17,Adobe Inc,60,73.6,59.6,64.8,69.6,73.5,12540,
2020,16,Adobe Inc.,60.5,70,63.8,67,69.1,73.9,12540,
2021,12,Adobe Inc,59.8,73.5,65.4,70.3,67.9,76.3,12540,
2020,661, Encompass Health Corp ,51.7,47.2,42.6,38.7,49.5,43,12589,
2021,626,Encompass Health Corp,46.7,46.4,47.2,42.2,47.7,43.6,12589,
2018,692,CNO Financial Group,43.1,42.4,42,41.7,41.3,37.9,12603,
2019,631,CNO Financial Group Inc,45.9,36.2,44.6,38.1,31.9,33.3,12603,
2020,837, CNO Financial Group Inc ,34.9,35.8,40.6,41.6,46.7,35,12603,
2021,705,CNO Financial Group Inc,36.2,45.6,41.1,51.3,46.5,41.4,12603,
2017,416,Fiserv,54.1,43.2,48.4,40.7,55.8,46.8,12635,
2018,494,Fiserv,47.8,41.1,47.5,41.4,57.3,45.3,12635,
2019,409,Fiserv Inc,48.1,45.9,49.8,44.2,52.5,47,12635,
2020,683,Fiserv Inc,47.1,45.3,50.6,42,38.7,42.3,12635,
2021,535,Fiserv Inc,46.8,43.2,56.1,44.2,43.9,45.7,12635,
2018,354,KB Home,59.6,50.8,44.7,50.4,43.6,49.3,12689,
2019,430,KB Home,50.3,45.2,44.8,49.3,49.2,46.3,12689,
2020,299,KB Home,63.1,51.2,42.8,51.8,51.9,52.3,12689,
2021,238,KB Home,64.8,52.4,42.1,57.1,49.2,54.8,12689,
2017,496,Unum Group,39.8,55.4,41.8,46.5,45.7,43.6,12726,
2018,447,Unum Group,47.2,52.3,44.1,50.9,44.2,46.6,12726,
2019,375,Unum Group,43.6,51.6,50.3,56.6,39.7,47.9,12726,
2020,430,Unum Group,43.6,50.4,46,57,48.4,49,12726,
2021,515,Unum Group,40,48.5,46.3,54.7,45.8,46.2,12726,
2017,201, Coca-Cola European Partners?€? ,67.3,46.5,44.6,56.4,50.1,54.1,12756,
2019,553,Pilgrims Pride Corp,69.2,40.1,45.3,35.2,40.4,41.5,12785,
2020,744,Pilgrims Pride Corp,43.1,43.6,44.7,41.2,45.6,40.3,12785,
2021,748,Pilgrims Pride Corp,45.8,39.2,45.5,42.4,43.2,39.8,12785,
2017,303,Cerner,47.9,49.9,61.3,42.9,51.4,50.4,12850,
2018,410,Cerner,40.5,50.9,53.5,46.1,50.4,47.7,12850,
2019,359,Cerner Corp,40.8,47.8,53.1,52.3,48,48.3,12850,
2020,411,Cerner Corp,43.4,45.5,54.8,51.9,50.4,49.4,12850,
2021,589,Cerner Corp,41.2,42.1,48.4,50.5,48.6,44.5,12850,
2017,380, Twenty-First Century Fox ,54.4,46.2,50.5,40.8,53.9,47.9,12886,
2018,604,Twenty-First Century Fox,46.5,35.1,45.4,44,52.6,42,12886,
2017,620,Markel,36.7,54.9,43,35.2,44.3,38.5,12909,
2018,653,Markel,45.9,53.4,43.1,37,40.2,40.2,12909,
2019,532,Markel Corp,49.8,52,44.4,38,43.4,42.4,12909,
2020,770,Markel Corp,48.3,34.3,48.4,37.9,45.8,39.3,12909,
2021,775,Markel Corp,47.7,31.1,46.4,35.6,56.3,38.6,12909,
2020,452,Plexus Corp,50,53,47.3,45.7,50.4,48.4,12945,
2021,467,Plexus Corp,47.1,47.1,56.4,43.6,47.8,47.7,12945,
2017,670,Fidelity National Financial,36,37.9,42.6,34.2,48,33.7,13114,
2018,591,Fidelity National Financial,51.7,45.6,44.1,37.2,48.6,42.4,13114,
2019,508,Fidelity National Financial Inc,45.2,47.2,44.9,40.2,51.1,43.4,13114,
2020,385, Fidelity National Financial Inc ,51.3,54.1,52.2,41.1,53.4,50,13114,
2021,430, Fidelity National Financial Inc ,48.5,47.1,48.7,45.5,59.7,48.7,13114,
2020,379, Healthpeak Properties Inc. ,49.9,53.8,39.6,60.4,46.9,50.1,13125,
2021,283, Healthpeak Properties Inc ,55,58.4,39.9,61.4,43.4,53.2,13125,
2018,601,Sanderson Farms,54.7,34.3,46.8,42,47.2,42.1,13323,
2019,590,Sanderson Farms Inc,54.8,45,46.5,35.7,37.1,39.3,13323,
2020,816,Sanderson Farms,48.1,37.7,44.8,37,38.8,36.8,13323,
2021,695,Sanderson Farms,48.2,44,42.7,40.1,50.5,41.6,13323,
2018,212,CA Technologies,54.7,49.6,47.3,64.3,48.5,54.7,13328,
2017,338,Progressive,48.5,59.5,45.1,45.3,50.7,49.4,13341,
2018,277,Progressive,49.3,62.1,46.1,47.1,54.4,52.3,13341,
2019,130,Progressive Corp,50.6,62.3,44.2,52.9,68.2,58.7,13341,
2020,189,Progressive Corp,48.5,63.6,42.8,51.6,71.2,56.9,13341,
2021,191,Progressive Corp,46.3,60.8,53.3,48.7,70.2,57,13341,
2018,230,Cadence Design Systems,52.9,64.4,47.3,44.5,56.6,54,13421,
2019,160,Cadence Design Systems Inc,51.6,66.9,48.3,46.6,59.7,56.7,13421,
2020,108, Cadence Design Systems Inc ,56.4,62.7,53.8,52.2,65.8,61.4,13421,
2021,113, Cadence Design Systems Inc ,62.1,64.5,49.2,54.2,58.2,60.7,13421,
2017,562, Level 3 Communications ,44.3,45.7,42.7,40.6,48.5,40.9,13440,
2017,445, Carnival ,35.2,48.5,43.5,54.5,53.8,45.8,13498,
2020,526,Duke Realty Corp,44,55.8,42.6,45.9,51.2,46.3,13510,
2021,631,Duke Realty Corp,43.9,51.3,40.8,45,49.6,43.5,13510,
2017,185,Celgene,51.2,55.7,49.8,52.5,57,54.7,13599,
2018,63,Celgene,51.2,64.3,53.9,63.8,62.5,64.2,13599,
2019,84,Celgene Corp,47.8,61,51.8,65,62.2,62.2,13599,
2018,137,Abiomed,51.9,54.2,45.2,40.9,88,58.3,13619,
2019,189,Abiomed Inc,38.3,57.5,47.6,47.2,73.5,55.5,13619,
2020,411,Abiomed Inc,46.6,64.2,45.1,36.8,60,49.4,13619,
2021,701,Abiomed Inc,43,47.3,46.3,35.2,55.6,41.5,13619,
2017,157,Tiffany &amp; Co.,63.1,48.9,50.1,58.4,50.3,56.1,13646,
2018,140,Tiffany &amp; Co.,65.5,52.1,50.5,59.1,50.1,58,13646,
2019,169,Tiffany &amp; Co,60.6,54,51.1,58.3,49,56.1,13646,
2020,117,Tiffany &amp; Co,69,55.7,51.9,62.2,47.2,60.6,13646,
2017,609,Liberty Interactive,60.5,34.1,40.6,34.8,47.2,38.8,13684,
2017,555,Dentsply Sirona,40.9,49.5,50.4,44.3,36.7,41.1,13700,
2018,595,Dentsply Sirona,42.1,45.2,52.8,47.9,34.9,42.2,13700,
2019,509,Dentsply Sirona Inc,45.2,41.9,50.4,50.2,39.7,43.3,13700,
2020,483,Dentsply Sirona Inc.,45.5,44.3,57.5,48.7,43.4,47.5,13700,
2021,620,Dentsply Sirona Inc,50,37.4,51.3,44.6,44.9,43.7,13700,
2017,484,Zoetis,40.8,46,44.4,43.8,57.1,44.2,13721,
2018,328,Zoetis,42.7,47.2,51.2,45.5,64,50.3,13721,
2019,273,Zoetis Inc,44.2,54.4,49.2,49.1,57.9,51.9,13721,
2020,281,Zoetis Inc,47.4,52.4,53.1,49.1,58.9,53,13721,
2021,283,Zoetis Inc,45.8,50.9,52.4,55.5,56.3,53.2,13721,
2017,350,Charles Schwab,55.2,54.3,45.9,43.1,49.9,48.9,13988,
2018,238,Charles Schwab,55.4,60.8,51.4,47,49.6,53.8,13988,
2019,159,Charles Schwab Corp,59,60.6,48.1,50,57.4,56.8,13988,
2020,221, Charles Schwab Corp ,61,56.8,52.5,48,52.4,55.5,13988,
2021,267,Charles Schwab Corp,56.3,56.8,56.2,44.4,48.8,53.6,13988,
2018,679,Clean Harbors,52.3,28.9,50.1,42.4,39.3,38.8,14027,
2020,590,Clean Harbors Inc,53.2,41.7,48.6,42.8,48.3,45,14027,
2021,587,Clean Harbors Inc,53.9,40.4,48.4,43,47,44.6,14027,
2017,491,Fastenal,45.4,36,53.3,40.5,57.1,43.9,14225,
2018,566,Fastenal,44,37.5,45.9,40.6,59.8,43.2,14225,
2019,485,Fastenal Co,40.1,42.3,45.1,42.4,58.9,44.2,14225,
2020,491,Fastenal Co,56.3,44,43.8,40.1,61.6,47.4,14225,
2021,695,Fastenal Co,49.8,39.1,43.6,37.5,57.8,41.6,14225,
2017,339, Maxim Integrated Products ,56.7,44.1,45.6,49.2,53.7,49.3,14256,
2018,235,Maxim Integrated Products,55.1,50,47.5,51.8,59.2,53.9,14256,
2020,221,MAXIM INTEGRATED,52.1,50.9,52.4,56.4,56.7,55.5,14256,
2018,516,Herbalife Nutrition,37.2,51.2,50.8,35.2,59,44.8,14269,
2019,400,Herbalife Nutrition Ltd,35.8,61.3,50.8,36.5,54.2,47.3,14269,
2020,590, Herbalife Nutrition Ltd. ,33.7,62.7,49.2,36.2,53.2,45,14269,
2021,608,Herbalife Nutrition Ltd.,31.4,58.9,48,38.7,58.5,44,14269,
2017,510,First Republic Bank,42.2,59.8,41.6,37.7,46.9,42.9,14275,
2018,475,First Republic Bank,45,61.1,42.7,43.3,45.6,45.8,14275,
2019,384,First Republic Bank,53.2,58.3,42.2,44.9,46.7,47.7,14275,
2020,466,First Republic Bank,54.8,58.3,41,42.7,50.4,47.9,14275,
2021,351,First Republic Bank,57.4,62.3,45.3,42.7,48.4,51,14275,
2017,646,Amphenol,38.4,29.4,47.9,38.3,54.1,36.5,14282,
2018,513,Amphenol,42.2,42,51.4,42.5,54.8,44.9,14282,
2020,513,Amphenol Corp A,40.6,41.5,56.1,46.5,52.9,46.8,14282,
2021,701,Amphenol Corp A,33.4,36.5,51.2,48.6,51.6,41.5,14282,
2018,459,Polaris Industries,50,46.9,50.2,38,54.2,46.3,14311,
2019,279,Polaris Inc,61,49.1,51.7,44.6,52.7,51.6,14311,
2020,177,Polaris Inc,60.3,54.4,59.2,51.5,49.9,57.5,14311,
2021,155,Polaris Inc,56.5,57,57,53.5,55.9,58.9,14311,
2017,504, Shaw Communications?€? ,40.4,52.1,43.1,45.9,46.1,43.3,14353,
2020,703,US Cellular Corp,38.7,52.8,44.8,39.5,48,41.8,14369,
2021,668,US Cellular Corp,40.8,51.8,50.2,39.1,43.1,42.4,14369,
2017,140,ManpowerGroup,47.2,51.4,45.5,69.3,58.4,57.2,14370,
2018,152,Manpower Group,43.3,49.3,51.4,69.5,56.2,57.1,14370,
2019,218,ManpowerGroup Inc,48.8,47.8,47.8,63.6,53.6,53.9,14370,
2020,315,ManpowerGroup,43.6,52.9,45.7,61.2,51.4,51.8,14370,
2021,240,ManpowerGroup,50,50,46.8,66,49.1,54.7,14370,
2017,313,MGM Resorts International,51,52.3,48.7,49,50.7,50.2,14418,
2018,283,MGM Resorts International,50.4,56.3,51.8,53.7,44.1,52,14418,
2019,319,MGM Resorts International,61,50.2,50,50.5,42.4,50,14418,
2020,437, MGM Resorts International ,48.1,51.1,49,51.7,45.7,48.8,14418,
2021,462, MGM Resorts International ,52.5,42.5,53,51.3,39.3,47.8,14418,
2017,189,Waste Management,57,50.4,48.3,53.6,56.1,54.4,14477,
2018,181,Waste Management,54.7,49.7,46.5,59.6,59.1,56.1,14477,
2019,148,Waste Management Inc,46.6,53.6,51.1,67,54.3,57.6,14477,
2020,146, Waste Management Inc ,56.1,52.1,49,67.4,54.5,58.9,14477,
2021,123,Waste Management Inc,61.1,53.3,50.3,64.1,52.1,60,14477,
2018,122,Dell Technologies,71.3,60,55.9,56,39,59.2,14489,
2019,48,Dell Technologies Inc,61,62.1,68.4,60.2,51.8,65.8,14489,
2020,40, Dell Technologies Inc-C ,60,50.2,77.2,64.4,57.4,68.9,14489,
2021,52,Dell Technologies Inc-C,61.3,39.9,77.9,63.5,58.8,66.9,14489,
2017,326, Freeport-McMoRan ,52.8,51.2,46.7,59.3,39.3,49.9,14590,
2018,202,Freeport-McMoRan,51.9,56.4,48.5,59.5,50.2,55.2,14590,
2019,184,Freeport-McMoRan Inc,49.1,58.6,50.1,61.2,49.1,55.7,14590,
2020,217, Freeport-McMoRan Inc ,57,62.8,47.6,59.8,42.1,55.8,14590,
2021,180,Freeport-McMoRan Inc,59.3,56.5,45.7,60.7,51.7,57.5,14590,
2017,298,Office Depot,53.1,36.6,51.2,61.8,48.8,50.5,14624,
2018,455,Office Depot,50.8,38.1,46.8,61,39.4,46.4,14624,
2019,502,Office Depot Inc,50.8,34.2,47.6,56.2,41.1,43.7,14624,
2020,699, The ODP Corporation ,47.8,40,44.3,48.5,41.8,41.9,14624,
2021,650,The ODP Corporation,47.4,43,47,45,43.8,43,14624,
2018,650,Meritage Homes,34.3,55.7,45.3,38.6,44.1,40.3,14790,
2019,596,Meritage Homes Corp,30.5,52.3,44.1,36.7,46,38.7,14790,
2017,662,W. R. Berkley,34.6,45,43,33.6,46.2,34.9,14822,
2018,689,W.R. Berkley,38.8,48.4,41.8,38.7,43.8,38.2,14822,
2019,548,W. R. Berkley Corp,45.9,46.1,44,40.4,46.8,41.6,14822,
2020,753,WR Berkley Corp,36.4,49.2,40.5,45.5,44.7,39.9,14822,
2021,651,WR Berkley Corp,33.7,50.8,44.1,48.2,50.4,42.9,14822,
2017,656, Cincinnati Financial ,36.2,41.8,41.4,38.9,46.1,35.7,14824,
2018,570,Cincinnati Financial,43.3,57.3,43.7,41.2,43,43.1,14824,
2019,502,Cincinnati Financial Corp,55,41.2,43.5,43.3,49.2,43.7,14824,
2020,511, Cincinnati Financial Corp ,58.8,44.6,46.2,44.2,48,46.9,14824,
2021,467,Cincinnati Financial Corp,46.5,49.8,42.5,44.6,66,47.7,14824,
2017,674, Old Republic International ,44.1,28.6,40.7,36.2,46.9,32.9,14828,
2018,692,Old Republic International,43.3,44,43.5,36.3,44.1,37.9,14828,
2019,623,Old Republic International Corp,37,41.4,42.3,32.6,49.2,35.9,14828,
2020,858, Old Republic Intl Corp ,33.6,37.3,38,33.1,46.2,31.1,14828,
2021,812,Old Republic Intl Corp,49.1,28.3,41.2,33.7,55.5,35.5,14828,
2017,365,Devon Energy,34,69.2,45.2,50.5,44.9,48.4,14934,
2018,547,Devon Energy,31.6,57,46.5,55.4,36.6,43.9,14934,
2019,445,Devon Energy Corp,36.8,50.2,44.8,58.7,42.3,45.7,14934,
2020,626,Devon Energy Corp,38.6,44.5,46.8,62.5,32.8,44.1,14934,
2021,602,Devon Energy Corp,37.7,40.6,46.4,60.3,39.8,44.1,14934,
2017,510, Laboratory Corp. of America ,53.3,40.9,50,38.1,47.6,42.9,14960,
2018,494,Laboratory Corp. of America,56,39.4,51,42.9,46.5,45.3,14960,
